,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
40,Fairbanks,64.8378,-147.7164,38.82,51,0,1.01,US,1650565431
41,Umm Hājar,13.2954,19.6966,95.74,20,94,3.56,TD,1650565940
42,Itoman,26.1247,127.6694,74.17,96,75,3.44,JP,1650565941
43,Tuktoyaktuk,69.4541,-133.0374,-2.2,78,20,2.3,CA,1650565531
44,Busselton,-33.65,115.3333,57.24,67,0,13.69,AU,1650565489
45,Taguatinga,-12.3857,-46.5711,84.56,54,94,2.8,BR,1650565941
46,Vráble,48.2437,18.3085,54.9,65,6,2.37,SK,1650565942
47,Shimoda,34.6667,138.95,60.1,93,100,16.58,JP,1650565597
48,Buenaventura,3.8801,-77.0312,87.28,63,78,4.18,CO,1650565774
49,Melo,-32.3667,-54.1833,79.93,39,74,10.04,UY,1650565943
50,Mariental,-24.6333,17.9667,70.9,33,36,10.2,NA,1650565943
51,São Filipe,14.8961,-24.4956,74.62,71,99,7.45,CV,1650565944
52,Hasaki,35.7333,140.8333,64.8,96,100,30.62,JP,1650565504
53,Nikolskoye,59.7035,30.7861,48.09,82,5,4.79,RU,1650565488
54,Sadove,46.2487,30.1795,50.34,67,100,12.93,UA,1650565945
55,Banyo,6.75,11.8167,76.6,61,100,3.42,CM,1650565945
56,Katherine,-14.4667,132.2667,71.92,56,100,4.61,AU,1650565946
57,Nyurba,63.2842,118.3319,19.36,97,100,3.4,RU,1650565946
58,Upernavik,72.7868,-56.1549,12.18,75,100,7.81,GL,1650565521
59,Kapaa,22.0752,-159.319,76.98,83,40,12.66,US,1650565483
60,Kyaikkami,16.08,97.5675,83.37,73,100,8.88,MM,1650565947
61,Ola,59.5833,151.2833,19.18,87,34,4.09,RU,1650565948
62,Kaeo,-35.1,173.7833,67.32,97,46,5.5,NZ,1650565948
63,Touros,-5.1989,-35.4608,83.7,69,87,13.15,BR,1650565949
64,Vaini,-21.2,-175.2,75.36,94,75,0.0,TO,1650565496
65,Necochea,-38.5473,-58.7368,64.56,38,64,14.63,AR,1650565668
66,Praia,14.9215,-23.5087,79.34,53,0,19.57,CV,1650565562
67,Lüderitz,-26.6481,15.1594,64.38,74,1,7.9,NA,1650565411
68,Srednekolymsk,67.45,153.6833,7.56,99,89,1.97,RU,1650565490
69,Bluff,-46.6,168.3333,46.8,81,100,22.44,NZ,1650565416
70,Butaritari,3.0707,172.7902,81.01,80,87,11.95,KI,1650565508
71,Morgan City,29.6994,-91.2068,84.99,69,75,16.11,US,1650565745
72,Castro,-24.7911,-50.0119,75.65,50,6,4.29,BR,1650565525
73,Chui,-33.6971,-53.4616,77.47,46,51,5.99,UY,1650565608
74,Chapais,49.7834,-74.8492,33.58,97,100,16.15,CA,1650565497
75,Quatre Cocos,-20.2078,57.7625,78.91,74,100,12.46,MU,1650565952
76,Hamilton,39.1834,-84.5333,61.77,87,100,11.5,US,1650565239
77,Riverton,40.5219,-111.9391,72.34,22,40,27.63,US,1650565953
78,Dakar,14.6937,-17.4441,79.68,78,0,19.57,SN,1650565746
79,Longyearbyen,78.2186,15.6401,30.04,80,75,5.75,SJ,1650565485
80,Kendari,-3.945,122.4989,75.99,91,21,3.0,ID,1650565954
81,Grand Gaube,-20.0064,57.6608,79.2,81,100,5.01,MU,1650565954
82,Arrondissement de Vesoul,47.5833,5.8333,63.41,79,97,5.19,FR,1650565954
83,Barrow,71.2906,-156.7887,1.42,85,0,13.8,US,1650565361
84,Usevya,-7.1,31.2333,67.06,92,100,2.68,TZ,1650565955
85,Saint Paul Harbor,57.79,-152.4072,38.71,75,75,13.8,US,1650565482
86,Ritchie,-29.038,24.6028,61.81,40,100,8.75,ZA,1650565956
87,Leningradskiy,69.3833,178.4167,12.29,91,99,2.24,RU,1650565481
88,Paamiut,61.994,-49.6678,34.23,89,100,34.49,GL,1650565956
89,Avera,33.194,-82.5271,76.55,51,93,7.45,US,1650565496
90,East London,-33.0153,27.9116,75.2,61,100,6.71,ZA,1650565957
91,Hithadhoo,-0.6,73.0833,84.2,70,11,8.28,MV,1650565536
92,Dikson,73.5069,80.5464,0.01,99,98,11.12,RU,1650565321
93,Misratah,32.3754,15.0925,73.31,50,80,15.46,LY,1650565936
94,Iqaluit,63.7506,-68.5145,10.13,72,20,16.11,CA,1650565509
95,Rawson,-43.3002,-65.1023,61.72,48,100,20.58,AR,1650565958
96,Iquique,-20.2208,-70.1431,69.84,76,23,8.46,CL,1650565847
97,Asnæs,55.8123,11.5013,57.96,73,16,5.99,DK,1650565959
98,Mossamedes,-15.1961,12.1522,73.76,78,87,14.32,AO,1650565684
99,Río Gallegos,-51.6226,-69.2181,50.05,40,40,21.85,AR,1650565960
100,Mandalgovi,45.7625,106.2708,37.18,55,53,9.26,MN,1650565813
101,Ningxiang,37.34,111.2052,50.58,30,100,5.46,CN,1650565961
102,Youghal,51.95,-7.8506,55.54,78,99,13.38,IE,1650565961
103,Alofi,-19.0595,-169.9187,73.29,94,100,4.61,NU,1650565660
104,Bud,39.447,-86.1758,64.67,80,62,9.95,US,1650565962
105,Asău,46.4333,26.4,43.95,65,13,5.44,RO,1650565962
106,Liwonde,-15.0506,35.2035,67.5,97,100,3.83,MW,1650565963
107,Codrington,-38.2667,141.9667,56.1,55,100,12.06,AU,1650565534
108,Anjozorobe,-18.4,47.8667,63.39,96,100,8.01,MG,1650565963
109,Mumford,5.2618,-0.759,82.33,76,100,6.02,GH,1650565654
110,Arraial do Cabo,-22.9661,-42.0278,78.76,65,40,6.91,BR,1650565964
111,Dalby,-27.1833,151.2667,63.99,79,100,1.01,AU,1650565964
112,Ketchikan,55.3422,-131.6461,48.67,53,0,8.05,US,1650565547
113,Tilichiki,60.4667,166.1,9.64,96,100,7.29,RU,1650565965
114,Constitución,-35.3333,-72.4167,57.0,57,100,7.43,CL,1650565558
115,Kahului,20.8947,-156.47,76.96,75,40,21.85,US,1650565238
116,Burnie,-41.0667,145.9167,46.15,72,1,7.49,AU,1650565640
117,Port Alfred,-33.5906,26.891,66.18,74,69,1.01,ZA,1650565966
118,Kurchum,48.5722,83.6542,55.89,43,100,4.63,KZ,1650565966
119,Qaanaaq,77.484,-69.3632,-2.65,79,0,2.3,GL,1650565555
120,Norman Wells,65.282,-126.8329,24.84,50,20,12.66,CA,1650565967
121,Umba,66.6871,34.3429,34.65,100,100,1.68,RU,1650565968
122,Dovolnoye,54.4958,79.6671,41.86,81,100,15.79,RU,1650565968
123,Mar del Plata,-38.0023,-57.5575,66.87,46,0,12.66,AR,1650565969
124,Olafsvik,64.8945,-23.7142,46.74,89,100,7.0,IS,1650565590
125,Hay River,60.8156,-115.7999,35.58,38,40,3.44,CA,1650565969
126,Penzance,50.1186,-5.5371,52.48,80,8,14.16,GB,1650565970
127,Bathsheba,13.2167,-59.5167,83.01,65,75,14.97,BB,1650565621
128,Huarmey,-10.0681,-78.1522,73.56,73,79,12.97,PE,1650565970
129,Jamestown,42.097,-79.2353,53.19,78,100,11.99,US,1650565410
130,Grindavik,63.8424,-22.4338,49.95,87,75,18.41,IS,1650565606
131,Zhigansk,66.7697,123.3711,4.33,99,50,7.54,RU,1650565613
132,Cape Town,-33.9258,18.4232,63.91,71,0,11.5,ZA,1650565843
133,Apucarana,-23.5508,-51.4608,78.93,71,13,3.89,BR,1650565971
134,Port Augusta,-32.5,137.7667,58.26,58,0,5.95,AU,1650565972
135,Darhan,49.4867,105.9228,35.55,53,33,3.36,MN,1650565973
136,Valdez,1.2492,-78.9831,80.06,77,99,8.72,EC,1650565974
137,Chengde,40.9725,117.9361,46.9,40,2,5.17,CN,1650565974
138,Aklavik,68.2191,-135.0107,3.2,85,100,0.0,CA,1650565497
139,Mahébourg,-20.4081,57.7,79.09,78,40,6.91,MU,1650565481
140,Bredasdorp,-34.5322,20.0403,60.33,83,0,3.98,ZA,1650565498
141,Laas,46.6166,10.7002,52.68,96,94,3.78,IT,1650565975
142,Bambous Virieux,-20.3428,57.7575,79.05,78,40,6.91,MU,1650565976
143,Kirkwood,38.5834,-90.4068,74.55,60,75,4.0,US,1650565976
144,Cabra,37.4725,-4.4421,57.92,51,52,13.0,ES,1650565484
145,Gimli,50.6336,-96.9907,33.82,64,98,8.05,CA,1650565643
146,Arak,34.0917,49.6892,61.48,33,94,3.06,IR,1650565978
147,Freeport,40.6576,-73.5832,59.36,56,0,21.85,US,1650565930
148,Hermanus,-34.4187,19.2345,60.55,89,10,1.68,ZA,1650565476
149,Muros,42.7762,-9.0603,54.16,91,100,12.5,ES,1650565979
150,Moengo,5.6167,-54.4,75.6,96,100,3.0,SR,1650565979
151,Florianópolis,-27.6146,-48.5012,77.36,77,40,9.22,BR,1650565980
152,Kingaroy,-26.5333,151.8333,62.64,94,75,6.91,AU,1650565980
153,Wajima,37.4,136.9,54.63,95,100,3.69,JP,1650565981
154,Sežana,45.7092,13.8733,53.53,67,75,5.01,SI,1650565981
155,Yellowknife,62.456,-114.3525,30.72,47,20,8.05,CA,1650565550
156,Ikwiriri,-7.9562,38.9716,73.83,95,100,2.01,TZ,1650565982
157,Kumul,42.8,93.45,60.3,17,90,10.51,CN,1650565982
158,Fully,46.1385,7.1147,62.85,29,40,12.66,CH,1650565983
159,Bilma,18.6853,12.9164,91.47,9,2,3.27,NE,1650565654
160,Saldanha,-33.0117,17.9442,60.85,90,22,14.25,ZA,1650565564
161,Vestmanna,62.1564,-7.1664,45.52,76,34,11.5,FO,1650565610
162,Pisco,-13.7,-76.2167,73.45,64,0,16.11,PE,1650565239
163,Acaraú,-2.8856,-40.12,83.55,76,67,13.38,BR,1650565719
164,Horqueta,-23.3428,-57.0597,94.03,26,75,5.21,PY,1650565984
165,Kobrinskoye,59.4225,30.1239,47.5,83,5,5.5,RU,1650565985
166,Yar-Sale,66.8333,70.8333,10.38,92,100,22.26,RU,1650565505
167,Fallon,39.4735,-118.7774,55.45,31,75,26.46,US,1650565969
168,Polyarny,69.1989,33.4478,37.45,93,100,9.24,RU,1650565986
169,Richards Bay,-28.783,32.0377,68.9,76,90,10.96,ZA,1650565986
170,Te Anau,-45.4167,167.7167,44.37,95,100,4.0,NZ,1650565987
171,Fortuna,40.5982,-124.1573,58.93,71,75,16.11,US,1650565578
172,Tiksi,71.6872,128.8694,6.85,98,100,5.57,RU,1650565326
173,Ribeira Grande,38.5167,-28.7,59.4,58,20,11.5,PT,1650565988
174,Port Elizabeth,-33.918,25.5701,64.09,94,100,18.41,ZA,1650565988
175,Cap Malheureux,-19.9842,57.6142,78.48,81,98,5.01,MU,1650565989
176,Coahuayana Viejo,18.7333,-103.6833,91.9,27,0,7.78,MX,1650565679
177,Meulaboh,4.1363,96.1285,78.22,85,100,3.4,ID,1650565990
178,Susanville,40.4163,-120.653,41.81,64,100,9.22,US,1650565990
179,La Macarena,2.1837,-73.7849,80.87,79,71,1.79,CO,1650565991
180,Bunia,1.5667,30.25,64.38,97,100,3.91,CD,1650565991
181,Tulagi,-9.0996,160.1476,82.35,75,89,4.9,SB,1650565992
182,Tabuk,17.4189,121.4443,74.34,91,6,3.85,PH,1650565992
183,Avarua,-21.2078,-159.775,77.05,61,75,9.22,CK,1650565495
184,Mackay,-21.15,149.2,73.38,73,75,17.27,AU,1650565685
185,Scottsbluff,41.8666,-103.6672,72.79,27,0,24.16,US,1650565993
186,Savannakhet,16.566,104.751,82.02,60,100,5.14,LA,1650565994
187,Concepción del Uruguay,-32.4825,-58.2372,73.98,58,0,1.99,AR,1650565994
188,Saint-Pierre,-21.3393,55.4781,78.48,83,20,19.57,RE,1650565488
189,Berlevåg,70.8578,29.0864,37.2,97,55,16.96,NO,1650565296
190,Severo-Kuril'sk,50.6789,156.125,35.02,92,87,10.16,RU,1650565514
191,Giyani,-23.3025,30.7187,66.96,67,64,4.47,ZA,1650565995
192,Usinsk,65.9939,57.5281,15.85,94,100,5.77,RU,1650565996
193,Padang,-0.9492,100.3543,77.81,85,96,4.34,ID,1650565487
194,Lima,-12.0432,-77.0282,71.85,64,0,6.91,PE,1650565826
195,Tuatapere,-46.1333,167.6833,48.18,82,100,14.0,NZ,1650565580
196,Boende,-0.2167,20.8667,72.54,94,100,1.92,CD,1650565997
197,Saint George,37.1041,-113.5841,80.8,18,0,27.63,US,1650565734
198,Kruisfontein,-34.0033,24.7314,61.88,82,0,5.93,ZA,1650565501
199,Boyolangu,-8.1181,111.8935,74.68,94,99,2.13,ID,1650565998
200,Mineiros,-17.5694,-52.5511,82.38,40,13,3.44,BR,1650565998
201,Erenhot,43.6475,111.9767,38.82,37,18,9.6,CN,1650565998
202,Saint-Augustin,51.226,-58.6502,35.24,91,18,8.9,CA,1650565999
203,Havre-St-Pierre,50.2334,-63.5986,37.76,56,0,13.8,CA,1650565561
204,Coyhaique,-45.5752,-72.0662,50.61,99,99,3.31,CL,1650565628
205,Mafinga,-7.25,35.0667,70.83,70,100,3.94,TZ,1650566000
206,Cody,44.5263,-109.0565,60.62,30,0,6.91,US,1650566001
207,Semporna,4.4818,118.6112,78.98,85,61,3.49,MY,1650566001
208,Nanortalik,60.1432,-45.2371,39.07,68,100,22.48,GL,1650565501
209,Westport,41.1415,-73.3579,60.62,48,0,17.27,US,1650565777
210,Lavrentiya,65.5833,-171.0,17.29,88,13,5.77,RU,1650565595
211,Colac,-38.3333,143.5833,52.18,70,91,5.79,AU,1650566002
212,Calbuco,-41.768,-73.1273,56.41,81,90,9.35,CL,1650566003
213,Bikin,46.8161,134.26,52.25,51,99,7.99,RU,1650566003
214,Kawalu,-7.3817,108.2082,72.0,97,100,2.08,ID,1650565494
215,Mareeba,-17.0,145.4333,72.45,95,100,1.03,AU,1650566004
216,Lagoa,39.05,-27.9833,56.53,67,99,21.45,PT,1650565506
217,Tres Arroyos,-38.3739,-60.2798,65.86,31,65,16.89,AR,1650566005
218,Bichura,50.5881,107.6022,32.5,66,99,2.1,RU,1650566006
219,Puerto Colombia,10.9878,-74.9547,87.89,69,100,11.68,CO,1650566006
220,Pangnirtung,66.1451,-65.7125,17.6,57,20,3.44,CA,1650565583
221,Mayor Pablo Lagerenza,-19.9309,-60.7718,99.28,22,3,12.64,PY,1650566007
222,Aras,42.5617,-2.356,52.21,67,40,2.3,ES,1650566007
223,Laguna,38.421,-121.4238,61.29,79,40,5.75,US,1650565504
224,Shaunavon,49.6501,-108.4181,37.18,43,100,18.3,CA,1650566008
225,Ville-Marie,47.3335,-79.433,40.84,95,100,9.4,CA,1650565809
226,Isangel,-19.55,169.2667,76.44,83,9,6.42,VU,1650565551
227,Thompson,55.7435,-97.8558,33.96,34,20,4.61,CA,1650565475
228,George Town,5.4112,100.3354,84.13,88,20,4.61,MY,1650565479
229,Olinda,-8.0089,-34.8553,83.93,65,20,9.22,BR,1650566009
230,Havelock,34.8791,-76.9013,74.98,57,40,12.66,US,1650566009
231,Marovoay,-16.1,46.6333,81.68,59,100,8.84,MG,1650566010
232,Nouadhibou,20.931,-17.0347,67.98,68,100,20.71,MR,1650566010
233,Aksarka,66.5606,67.7975,8.58,81,93,20.42,RU,1650565999
234,Kavaratti,10.5669,72.642,85.33,74,42,9.19,IN,1650565540
235,Moose Factory,51.2585,-80.6094,39.2,87,100,11.5,CA,1650566011
236,Yeniseysk,58.4497,92.1703,35.35,95,100,6.73,RU,1650565995
237,Bursa,40.1667,29.0833,48.24,73,17,2.51,TR,1650566012
238,Remanso,-9.6179,-42.0831,88.18,40,7,8.99,BR,1650566012
239,Kununurra,-15.7667,128.7333,69.78,88,67,0.0,AU,1650565574
240,Deputatsky,69.3,139.9,4.64,97,97,3.33,RU,1650566013
241,San Pedro de Lloc,-7.4328,-79.5058,74.82,65,56,15.08,PE,1650566013
242,Ancud,-41.8697,-73.8203,52.23,83,40,14.65,CL,1650565530
243,Waipawa,-41.4122,175.5153,59.81,84,20,11.01,NZ,1650566014
244,Jinxiang,27.4327,120.6062,62.74,89,100,3.51,CN,1650566014
245,Cidreira,-30.1811,-50.2056,74.16,60,41,4.09,BR,1650565682
246,Kincardine,56.0667,-3.7167,57.18,71,14,9.98,GB,1650565800
247,Pingliang,35.5392,106.6861,59.16,21,100,3.6,CN,1650566015
248,Gamba,-2.65,10.0,78.53,89,100,3.89,GA,1650566016
249,Ambon City,-3.6954,128.1814,75.34,94,20,4.61,ID,1650565684
250,Ulaangom,49.9811,92.0667,39.97,45,100,2.53,MN,1650566016
251,Santa Maria da Vitória,-13.3947,-44.1886,88.63,40,69,3.22,BR,1650566017
252,Pochutla,15.7432,-96.4661,90.82,40,0,10.92,MX,1650566017
253,Umluj,25.0213,37.2685,76.37,66,0,9.69,SA,1650566018
254,Cirò Marina,39.3732,17.126,60.67,84,100,23.44,IT,1650566018
255,Ixtapa,20.7,-105.2,78.03,65,0,10.36,MX,1650566019
256,Klaksvík,62.2266,-6.589,47.32,93,51,12.37,FO,1650565489
257,Ilulissat,69.2167,-51.1,39.22,56,75,16.11,GL,1650565532
258,Chumikan,54.7183,135.315,22.51,98,97,2.64,RU,1650566019
259,Viedma,-40.8135,-62.9967,62.31,46,100,22.79,AR,1650566020
260,Carnarvon,-24.8667,113.6333,68.07,88,76,6.91,AU,1650565568
261,Elmira,42.0898,-76.8077,53.2,82,100,12.66,US,1650566021
262,Opuwo,-18.0607,13.84,69.26,37,14,7.49,NA,1650566021
263,Rognan,67.0953,15.3878,45.05,78,99,4.72,NO,1650566022
264,Watertown,42.3709,-71.1828,63.73,32,0,18.41,US,1650565573
265,Salalah,17.0151,54.0924,82.49,78,75,6.91,OM,1650565626
266,Praia da Vitória,38.7333,-27.0667,59.76,67,40,22.28,PT,1650566022
267,Sitka,57.0531,-135.33,46.29,57,20,0.0,US,1650565512
268,San Quintín,30.4833,-115.95,64.65,65,78,21.18,MX,1650566023
269,Nome,64.5011,-165.4064,33.87,60,0,9.22,US,1650565346
270,Berdigestyakh,62.0989,126.6992,7.0,98,91,1.43,RU,1650565664
271,Katsuura,35.1333,140.3,66.22,91,100,35.93,JP,1650565491
272,Karonga,-9.9333,33.9333,72.91,87,74,4.34,MW,1650565756
273,Poum,-20.2333,164.0167,76.37,76,62,12.26,NC,1650565498
274,Domat,46.8348,9.4508,54.1,82,29,5.44,CH,1650566024
275,Mirny,62.5353,113.9611,23.23,92,100,4.0,RU,1650566025
276,Bonthe,7.5264,-12.505,83.73,70,95,12.68,SL,1650565585
277,Storsteinnes,69.2408,19.2344,41.65,99,100,4.14,NO,1650566025
278,Nabire,-3.3667,135.4833,75.33,92,100,1.83,ID,1650566026
279,Eyl,7.9803,49.8164,82.11,73,73,12.41,SO,1650565592
280,Verāval,20.9,70.3667,82.44,70,5,14.05,IN,1650566027
281,Sisimiut,66.9395,-53.6735,34.83,81,99,33.17,GL,1650565535
282,Monaragala,6.8714,81.3487,75.34,93,30,3.04,LK,1650566027
283,Dalvik,65.9702,-18.5286,55.33,69,17,0.92,IS,1650566028
284,Surok,56.4469,48.1214,33.46,91,27,6.51,RU,1650566028
285,Sompeta,18.9333,84.6,80.46,85,99,10.49,IN,1650566029
286,Clyde River,70.4692,-68.5914,3.43,78,100,13.8,CA,1650566029
287,Aného,6.2333,1.6,80.8,75,100,10.96,TG,1650566030
288,Hīt,33.6416,42.8251,72.28,20,0,9.78,IQ,1650566030
289,Whitehorse,60.7161,-135.0538,38.1,50,40,0.0,CA,1650565785
290,Malakal,9.5334,31.6605,84.34,53,100,8.97,SS,1650566031
291,Chuguyevka,44.1653,133.8633,44.73,61,97,5.39,RU,1650566031
292,Lakes Entrance,-37.8811,147.981,48.04,87,0,4.34,AU,1650566032
293,Jitra,6.2681,100.4217,80.49,88,20,0.0,MY,1650566032
294,Najrān,17.4924,44.1277,83.05,17,0,2.28,SA,1650566033
295,Provideniya,64.3833,-173.3,23.63,89,33,11.48,RU,1650565517
296,Macheng,31.1783,115.0319,64.53,78,100,4.81,CN,1650566033
297,Artyom,40.4723,50.333,50.14,80,0,6.96,AZ,1650566034
298,Kushiro,42.975,144.3747,43.83,98,100,11.48,JP,1650565944
299,Ligayan,4.6533,119.4706,83.01,76,99,7.4,PH,1650566034
300,Liverpool,53.4106,-2.9779,61.09,51,0,14.97,GB,1650565799
301,Auki,-8.7676,160.7034,77.85,88,100,4.74,SB,1650566035
302,Caravelas,-17.7125,-39.2481,79.86,63,2,8.05,BR,1650566036
303,Khatanga,71.9667,102.5,-3.86,100,89,5.79,RU,1650565406
304,Melfi,40.9965,15.6514,55.49,91,57,10.6,IT,1650566036
305,Doctor Arroyo,23.6667,-100.1833,82.56,31,85,5.91,MX,1650566037
306,Aasiaat,68.7098,-52.8699,32.22,86,98,11.18,GL,1650565780
307,Kaitangata,-46.2817,169.8464,47.39,93,100,9.62,NZ,1650565493
308,Oranjemund,-28.55,16.4333,57.96,96,45,6.98,NA,1650565594
309,Torbay,47.6666,-52.7314,48.27,56,40,21.85,CA,1650565401
310,Temir,49.1414,57.13,62.91,59,100,6.17,KZ,1650566038
311,Araouane,18.9048,-3.5265,89.47,12,27,10.89,ML,1650566039
312,Marsaxlokk,35.8419,14.5431,66.81,68,100,13.8,MT,1650566039
313,Grand-Santi,4.25,-54.3833,79.12,95,100,1.7,GF,1650566040
314,Coquimbo,-29.9533,-71.3436,60.53,82,20,12.66,CL,1650565486
315,Baruun-Urt,46.6806,113.2792,35.46,30,52,7.14,MN,1650565525
316,Ejido,8.5514,-71.2375,71.92,80,100,2.48,VE,1650566041
317,Payo,-3.7508,103.6372,73.13,98,100,1.1,ID,1650566041
318,Bethel,41.3712,-73.414,60.19,44,0,16.11,US,1650565509
319,Golden,39.7555,-105.2211,74.25,30,0,8.99,US,1650565812
320,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,79.25,65,9,7.07,AR,1650566043
321,Qui Nhon,13.7667,109.2333,75.43,91,100,5.28,VN,1650566043
322,Saryozek,44.3583,77.9753,50.41,42,29,3.38,KZ,1650566044
323,The Valley,18.217,-63.0578,84.34,61,40,17.27,AI,1650566044
324,Adrar,20.5022,-10.0711,88.41,7,34,15.55,MR,1650565634
325,Gurupi,-11.7292,-49.0686,83.8,64,86,5.23,BR,1650566045
326,Savalou,7.9281,1.9756,79.88,73,100,4.47,BJ,1650566045
327,Okha,53.5739,142.9478,28.36,93,100,6.53,RU,1650565517
328,Sladkovo,55.5284,70.3385,24.55,65,76,15.99,RU,1650566046
329,Mildura,-34.2,142.15,55.36,76,100,6.91,AU,1650566046
330,Māngrol,21.1167,70.1167,82.29,73,2,14.88,IN,1650565556
331,Amet,25.3,73.9333,77.5,37,12,4.32,IN,1650566047
332,Aksarayskiy,46.7924,48.0119,60.33,39,12,8.23,RU,1650566048
333,Priozyornoye,45.2698,36.3303,44.04,81,100,12.17,UA,1650566048
334,Santa Rosa,14.3122,121.1114,84.18,77,10,7.78,PH,1650566048
335,Hervey Bay,-25.2986,152.8535,73.02,73,76,8.01,AU,1650566049
336,Torrijos,39.9819,-4.2835,51.58,53,81,10.54,ES,1650566050
337,Champerico,14.3,-91.9167,93.74,61,4,12.55,GT,1650566050
338,Kadaura,25.9833,79.85,92.26,18,97,3.36,IN,1650566050
339,Nordborg,55.0573,9.7408,54.1,71,53,6.91,DK,1650566051
340,Tual,-5.6667,132.75,83.5,74,100,7.54,ID,1650565516
341,Youkounkoun,12.5333,-13.1333,98.35,15,6,2.35,GN,1650566052
342,Tura,25.5198,90.2201,71.01,78,11,3.62,IN,1650565599
343,Shimanovsk,52.0,127.7,30.9,64,7,5.17,RU,1650565937
344,Puerto Madryn,-42.7692,-65.0385,63.99,40,100,26.84,AR,1650566053
345,Port Moresby,-9.4431,147.1797,76.05,94,100,4.9,PG,1650566053
346,Faanui,-16.4833,-151.75,79.56,76,81,9.28,PF,1650565500
347,Ponta do Sol,32.6667,-17.1,64.0,90,58,10.58,PT,1650566054
348,Kavieng,-2.5744,150.7967,82.81,74,79,14.92,PG,1650565648
349,Narsaq,60.9167,-46.05,39.42,88,100,9.15,GL,1650565336
350,Katobu,-4.9408,122.5276,74.88,89,28,1.59,ID,1650566055
351,Zhaoyuan,37.3592,120.3964,62.28,68,72,8.3,CN,1650566055
352,Thaba-Tseka,-29.522,28.6084,52.93,64,75,3.67,LS,1650566056
353,Tautira,-17.7333,-149.15,77.86,81,50,15.26,PF,1650565543
354,Yibin,28.7667,104.6238,71.28,71,100,3.44,CN,1650566057
355,Pershotravneve,51.3929,28.8684,39.78,89,81,5.46,UA,1650566057
356,Namatanai,-3.6667,152.4333,80.06,80,85,8.79,PG,1650565589
357,São José da Coroa Grande,-8.8978,-35.1478,81.91,73,63,6.93,BR,1650566058
